ID,RID,CHOICE,N_TASKS,train,test,C1,TT1,IMG1,IMG_YEAR1,IMG_MONTH1,IMG_LAT1,IMG_LNG1,ANGLE_FROM_NORTH_IMG1,C2,TT2,IMG2,IMG_YEAR2,IMG_MONTH2,IMG_LAT2,IMG_LNG2,ANGLE_FROM_NORTH_IMG2,AGE,GENDER,MODE,TT_CAT,TR_DAYS,IMP_IMG,IMP_HHC,IMP_TTI,NGBH_SC,HOUSE_TYPE,HH_COMP,REGION
3155,552,2,14,1,0,150,5,OOFQhRc_LpH2fYB3_ZP_ngb.png,2020,12,51.85460434,4.486067479,222.243,-75,10,At0eE9SiOAZR9hBdtmHMfQa.png,2021,6,52.98592019,6.144320818,-42.009,4,1,4,3,4,7,8,7,4,2,3,West
3156,552,2,14,1,0,150,-10,Nap4qShW0Umd1rNh530DCQb.png,2022,3,51.49898466,3.676186379,244.646,0,-5,1B1tau9h_FlQJhs5jXn9iQb.png,2021,10,50.9281232,5.906122692,264.963,4,1,4,3,4,7,8,7,4,2,3,West
3157,552,2,14,1,0,150,10,h0kO3CiL1-5fgLfpCs74XQa.png,2019,6,52.31689844,4.976509096,-30.868,75,5,YQQzgo5aeWZRadXgp6mRyAb.png,2020,8,52.95501577,5.93186216,232.064,4,1,4,3,4,7,8,7,4,2,3,West
3158,552,2,14,1,0,225,-5,DGV8yBlxxDI5O4TWTwi5hQb.png,2021,9,50.79605926,5.925289231,151.819,75,10,HXZRF9rpc8_ReD_j04Rphga.png,2022,3,52.71545432,6.478382383,-87.108,4,1,4,3,4,7,8,7,4,2,3,West
3159,552,2,14,1,0,-225,-10,-nuO-1pMbRRTJ9itT7p6Hwb.png,2021,3,51.48406404,5.485861821,266.126,0,-5,7cXv6rbsz0eF6AVBeguuDQa.png,2020,8,52.95450411,5.954418376,63.15,4,1,4,3,4,7,8,7,4,2,3,West
3160,552,2,14,1,0,-150,15,LJfh8Ulmv-VsYj-s2IHkJwb.png,2021,8,53.03337733,6.384332741,211.89,0,0,y-pbRGptLxq02AqDSvdVMQa.png,2020,6,52.37400615,4.63238334,2.469,4,1,4,3,4,7,8,7,4,2,3,West
3161,552,1,14,1,0,-75,15,dmwqPtN64E_D7p-HlPUz-wb.png,2021,9,52.03676579,5.342712038,221.588,75,-5,nkEsyicXXi_vpoZHysrxiwa.png,2022,5,52.05466144,6.117559744,-59.586,4,1,4,3,4,7,8,7,4,2,3,West
3162,552,2,14,1,0,150,-10,zqF01dI1SDZAvO-JK2c-ZAa.png,2019,4,51.85261858,4.991922106,-60.921,-225,15,j3PCF5MWISQg4KZKahWUtwb.png,2022,3,52.65794942,6.296153559,109.855,4,1,4,3,4,7,8,7,4,2,3,West
3163,552,1,14,1,0,225,-10,zMzxtnFecKohc9GGNYdR9Ab.png,2021,4,52.27674492,4.632898579,129.915,150,5,zcoRu63EWb5mKPLV00d0Cgb.png,2021,7,51.50091362,3.616043097,153.853,4,1,4,3,4,7,8,7,4,2,3,West
3164,552,2,14,1,0,-75,15,C1gHcLOU8xqgPUCBzy8eOQa.png,2021,12,51.50623795,3.592554196,-40.09,-225,0,8XHYgyUcHjKm4nUmqzP_swb.png,2021,3,53.1038968,6.870255762,269.053,4,1,4,3,4,7,8,7,4,2,3,West
3165,552,2,14,1,0,-225,15,52HhD0rsx0FS70hNCjXKBAb.png,2021,3,52.34782258,4.907071028,94.083,-75,0,pmKQqg7G3MqmzfPy4gymfAb.png,2021,6,52.57822334,6.27360644,269.334,4,1,4,3,4,7,8,7,4,2,3,West
3166,552,2,14,1,0,-75,15,ZNpm57yV0q18jJEUHe70RQb.png,2019,5,52.26285067,4.752684377,238.097,-150,0,tMYx5F_EYavqwIbKDzm8AAa.png,2020,10,52.23293614,5.196380129,-37.93,4,1,4,3,4,7,8,7,4,2,3,West
3167,556,1,14,1,0,-225,15,O2zWi6VTkRN3ZYMOYVpEQQa.png,2020,12,51.84515181,4.505195966,2.372,75,0,NjIzp47NX0JUAaHJ51oQ6Qa.png,2019,5,51.47805362,3.964225832,27.311,2,2,2,3,6,9,10,9,4,1,3,West
3168,556,2,14,1,0,-225,-5,bXPeNqk0AEBnw7uw6RUgEwa.png,2020,6,52.43964347,4.990980358,44.935,-150,5,MfRAgxz7fULaCXnIYicakga.png,2021,9,51.7631849,5.875097307,75.194,2,2,2,3,6,9,10,9,4,1,3,West
3169,556,1,14,0,1,150,-5,yQMGy7_OKjmK-J6a0rURmQa.png,2020,8,51.47992931,5.436314646,55.904,-225,15,nf4bOJdKA9LtZRzW79Li4Aa.png,2021,12,52.29590776,4.911715457,-61.534,2,2,2,3,6,9,10,9,4,1,3,West
3170,556,2,14,0,1,-75,-10,ETrbHIi0y8oHFNBySwQ4Cwb.png,2019,3,51.43276894,5.480402302,235.458,0,-5,K5O9wW9xC45S6WdaV9bg-Qa.png,2021,4,52.0273456,4.347027285,82.841,2,2,2,3,6,9,10,9,4,1,3,West
3171,556,2,14,1,0,-75,-10,bSb5L6-65ZPhys6EGtB9eQa.png,2021,7,51.45733461,5.471161954,-86.989,0,5,AM32QT1hm6xPxX15JaWaYgb.png,2021,9,51.7700236,5.876082489,119.101,2,2,2,3,6,9,10,9,4,1,3,West
3172,556,1,14,1,0,225,-5,8DG_vPvt7eygPGyzFHfeEAa.png,2021,5,52.15866264,6.410662098,-6.325,0,5,CgUCfawPvZ6rcCtJwumWTga.png,2021,3,51.44166662,5.507307251,-13.667,2,2,2,3,6,9,10,9,4,1,3,West
3174,556,2,14,1,0,0,5,hP9nsunPF2Vx43T50j06rQb.png,2020,7,51.38457311,5.571663777,239.275,150,-5,kvKLE0mcGhXAogxz3Wmelwa.png,2021,8,51.88273447,5.697139739,-5.187,2,2,2,3,6,9,10,9,4,1,3,West
3175,556,2,14,1,0,225,10,2_-KuZ1LqxbkIfTpiAscKQb.png,2022,5,51.48098295,5.451210255,198.983,-75,-10,f2GdmgZQVMxZ8di0Qy6pSgb.png,2022,5,51.48239586,5.419825568,233.368,2,2,2,3,6,9,10,9,4,1,3,West
3176,556,2,14,1,0,0,0,Y9dPshlfGUhagxSZcqPErga.png,2021,12,52.29791945,4.683988971,-48.974,-225,-5,j0ogAy2o3IIi6d1bQWhT2Qb.png,2020,9,52.62387747,6.03808891,220.664,2,2,2,3,6,9,10,9,4,1,3,West
3177,556,2,14,1,0,225,5,8vFTHRmbpuac5PiJCmJsyQb.png,2020,7,51.50057742,5.376600143,147.853,-150,-10,g4lcC5obqDREb7cQGf4XrAa.png,2021,6,51.93949363,6.002736267,31.621,2,2,2,3,6,9,10,9,4,1,3,West
3178,556,2,14,1,0,-75,5,gnvpKWrn2Z33pG0pLOa1ywa.png,2021,8,52.58811887,6.194618207,-87.212,225,-5,fQiAdgLXnaxOIYXEXuIgUwa.png,2021,6,52.58726293,6.220570972,-8.745,2,2,2,3,6,9,10,9,4,1,3,West
3179,556,2,14,1,0,-225,15,ndWoeVULDTPuE9yAD9BINAb.png,2019,4,51.8176966,5.800558679,208.224,0,-10,caB1i5YzCsABi-CRImfUdwa.png,2020,12,51.76456011,5.871581192,-18.021,2,2,2,3,6,9,10,9,4,1,3,West
3180,556,2,14,1,0,-150,5,ICO6ZGRIiuGaALUPCT9zJwb.png,2019,5,51.50758289,3.616358613,149.686,75,-10,vI2b9hdq8jYbaARF2-52hQb.png,2020,8,51.18345952,5.975529508,95.494,2,2,2,3,6,9,10,9,4,1,3,West
3181,556,1,14,1,0,75,10,ONU6R8ID11WM4G_gYiuKuQa.png,2021,9,51.64898332,5.284304551,-1.443,150,15,CxnhWoo-We8j3tuFUwe7BQb.png,2020,9,52.63451138,4.941607175,234.646,2,2,2,3,6,9,10,9,4,1,3,West
3182,564,2,14,1,0,150,-5,C1gHcLOU8xqgPUCBzy8eOQa.png,2021,12,51.50623795,3.592554196,-40.09,-225,15,8XHYgyUcHjKm4nUmqzP_swb.png,2021,3,53.1038968,6.870255762,269.053,2,1,4,4,5,8,8,7,5,4,2,North
3183,564,2,14,1,0,225,15,52HhD0rsx0FS70hNCjXKBAb.png,2021,3,52.34782258,4.907071028,94.083,75,-10,pmKQqg7G3MqmzfPy4gymfAb.png,2021,6,52.57822334,6.27360644,269.334,2,1,4,4,5,8,8,7,5,4,2,North
3184,564,1,14,1,0,150,0,ZNpm57yV0q18jJEUHe70RQb.png,2019,5,52.26285067,4.752684377,238.097,-225,-10,tMYx5F_EYavqwIbKDzm8AAa.png,2020,10,52.23293614,5.196380129,-37.93,2,1,4,4,5,8,8,7,5,4,2,North
3185,564,2,14,1,0,225,-15,7u4OrG2FMX_rABpvejyAxAb.png,2021,9,51.91919671,6.348903616,221.963,150,-10,-B0rabr9YoXqZRZevJDygAa.png,2021,3,52.3551594,4.788750554,70.068,2,1,4,4,5,8,8,7,5,4,2,North
3186,564,2,14,1,0,-150,-10,uIMxpedXRu7otRz-gPWRWwb.png,2019,3,51.43825199,5.476939137,137.393,150,5,hA8OtVoQCeBseVS95_WWmAb.png,2019,3,52.34267663,4.805896429,267.673,2,1,4,4,5,8,8,7,5,4,2,North
3187,564,1,14,1,0,-225,5,L8aK0HOVkrH5uTAWbvBNqAb.png,2021,8,52.82128373,6.205324191,156.206,-150,15,MJ5s9MoTzcRLo9qhTEM0RQb.png,2021,12,52.31306689,4.684523986,103.486,2,1,4,4,5,8,8,7,5,4,2,North
3188,564,1,14,1,0,225,-15,xgSMhBbr8IAgVeGrxCTKJgb.png,2019,5,50.908505,5.822391577,154.475,-225,10,Fx95CBsfI_g0hxCXLRiBoQb.png,2022,4,51.50448475,5.387559212,149.424,2,1,4,4,5,8,8,7,5,4,2,North
3189,564,1,14,1,0,-150,0,kau9ZdSGWuZROTW8jCnk5wa.png,2019,3,51.3061452,5.339810231,-6.171,-75,-10,H2Uce93HQTPz-rLdgklrDwa.png,2019,4,51.90626288,4.102544303,42.955,2,1,4,4,5,8,8,7,5,4,2,North
3190,564,1,14,1,0,-75,0,rXjZSKuDhc6tUKCcb_dAcAb.png,2021,7,51.44649405,5.475304114,95.755,-150,-5,vr_Bq_UMWkmyGJxtwueNRgb.png,2019,4,51.19891387,5.71068284,192.463,2,1,4,4,5,8,8,7,5,4,2,North
3191,564,2,14,1,0,150,15,9X241BGT76snaV28gj62pga.png,2022,4,52.23258475,6.891314253,12.744,-225,10,tIR-b-U8M7Js9zuiSz0llQa.png,2021,11,52.37134696,4.64339072,13.798,2,1,4,4,5,8,8,7,5,4,2,North
3192,564,1,14,0,1,-225,-10,5Hfcr_eTm1hsfETOvDmgsAb.png,2021,5,51.64044152,5.29291255,265.057,225,5,tNY_ZaVVuSXNy-n-vVjiwwb.png,2020,7,51.42533887,5.462859714,107.756,2,1,4,4,5,8,8,7,5,4,2,North
3193,564,1,14,1,0,0,-15,HVaXkiQccSsnkkdzdmDFkga.png,2021,6,52.51975188,6.248177988,39.601,-75,15,de_35R_x4Nr26vjJgY-t3gb.png,2019,4,52.75929893,5.07405016,144.333,2,1,4,4,5,8,8,7,5,4,2,North
3194,564,1,14,1,0,0,-5,RicAxEsW177ZR7XOMs6bbAb.png,2019,4,51.77844612,5.097942623,184.289,-225,-10,FdpffirQ-i1WNckoXYfbQAb.png,2021,10,52.37692655,7.008105978,124.541,2,1,4,4,5,8,8,7,5,4,2,North
3195,564,2,14,0,1,0,-15,mOdvfSpay3bqFuDjtEwY8Aa.png,2022,4,52.78507303,6.15282068,17.535,-225,15,Gq9iRwyY68w2Ljv-Ma0v3Ab.png,2021,10,51.24337753,5.726513213,94.503,2,1,4,4,5,8,8,7,5,4,2,North
3196,565,2,15,1,0,-150,5,3oLGEELMK-FMY0jJe-Wqtgb.png,2021,4,51.94715936,6.45654836,117.038,0,10,3q8B6wdLFfllA-tSCw6Glga.png,2019,4,51.24682623,5.698690426,45.701,4,1,4,3,5,4,9,7,3,2,3,East
3197,565,2,15,1,0,150,-10,Xc3Rv3_zyEog-4Dv0698mAa.png,2019,6,52.75763773,5.104695903,-37.795,-75,15,cg1AX0pOrvtsM4bXVZBjoAa.png,2019,6,52.39735329,4.933547978,-60.445,4,1,4,3,5,4,9,7,3,2,3,East
3198,565,1,15,1,0,75,5,ZBuPRZhhRdyWMOAiUDBWiQb.png,2021,1,51.48062614,3.960359698,251.508,225,0,sBrhfyYhKZ-LKdHlmuIxgwb.png,2021,12,52.31189067,4.673076323,128.776,4,1,4,3,5,4,9,7,3,2,3,East
3199,565,1,15,1,0,-150,0,U149-v5nC35pLT0qDiYsVgb.png,2020,7,52.22426086,4.530838536,221.943,225,10,bBIUvPQ4A6YZOo_1G_06Pwb.png,2022,4,52.78182204,6.240867396,182.614,4,1,4,3,5,4,9,7,3,2,3,East
3200,565,2,15,1,0,225,15,dqT2-eyVSbJwRzSI9tRdcgb.png,2020,6,52.34758467,4.839490537,268.376,150,-5,KfxoJgPERYZGJEuxVczZdga.png,2021,3,52.76267652,5.109800659,-31.488,4,1,4,3,5,4,9,7,3,2,3,East
3201,565,2,15,1,0,150,5,RK37NyBg2h-3086tTaXN5Qb.png,2019,3,51.84411299,4.86983907,193.489,75,0,-cdAwPLJiWI6xDe3B3giMwb.png,2022,3,52.1911457,6.895408708,155.399,4,1,4,3,5,4,9,7,3,2,3,East
3202,565,1,15,1,0,-150,-5,h1zCGzFkZR8ZY3sfzVkoWwa.png,2021,4,51.26263922,5.572025546,-74.321,75,5,TcQ_55yeM0TwB5M_Dd9Q4gb.png,2020,6,52.37129666,4.632351369,173.413,4,1,4,3,5,4,9,7,3,2,3,East
3203,565,2,15,1,0,150,0,jrm55bFOhZm_vDgBRU8cYAa.png,2022,3,51.4754923,5.446464731,81.284,75,5,nb4lkeePp9h0e1LVajVvfga.png,2022,4,51.28740814,5.547660043,37.732,4,1,4,3,5,4,9,7,3,2,3,East
3204,565,1,15,0,1,-225,5,hQDhFPmSW4w5oAGN_fXNtwa.png,2022,4,51.42955786,5.456581028,-57.353,75,10,UhBwm_HxJJ74H-az9lcu0Qa.png,2020,9,51.49551972,5.376539411,9.881,4,1,4,3,5,4,9,7,3,2,3,East
3205,565,2,15,0,1,75,0,4vVxNN9Kgcr77s-qIv5hxgb.png,2020,8,52.44996219,5.042493282,223.281,0,10,DR3AVdYYgkuEKd6dz4qNMwb.png,2021,3,52.39286935,4.635226795,198.772,4,1,4,3,5,4,9,7,3,2,3,East
3206,565,2,15,1,0,75,10,aiUofsDIVrhJAtrhJ35lUgb.png,2020,9,50.95308451,5.846973111,196.496,-75,5,eYqpmo7fa7Vvu_QwqgqynAb.png,2019,5,52.26813164,4.560238034,190.426,4,1,4,3,5,4,9,7,3,2,3,East
3207,565,2,15,1,0,0,-10,Rft6cnBaL5N02eH3XSaEoAa.png,2021,7,52.66664549,4.712810955,70.959,-75,0,bqhOasSFFInaLrcFUh8njAa.png,2019,6,52.36086795,4.936568644,76.647,4,1,4,3,5,4,9,7,3,2,3,East
3208,565,2,15,0,1,225,5,3XvMpXUSuizLeAETa1q-UAb.png,2021,8,51.91783498,4.379220511,111.169,-225,-10,RH1o6un2qhUe1wcm1WpWEQa.png,2021,8,52.72781799,6.631725531,-29.915,4,1,4,3,5,4,9,7,3,2,3,East
3209,565,1,15,0,1,0,-5,tp6smOtayFSvwo4168G1xga.png,2021,4,52.34956285,4.655958965,51.013,-225,10,LtXKF8HaCIZGrue2n7UfwAa.png,2021,6,52.58631682,6.27497991,73.0,4,1,4,3,5,4,9,7,3,2,3,East
3210,565,1,15,0,1,-150,0,h-8lEQAiBzPicrM6bUNdgQa.png,2021,8,51.86241597,5.787356195,5.937,150,10,CiEDvGP0MF4rQGK-O872EQa.png,2019,5,52.34066839,4.939921751,-40.996,4,1,4,3,5,4,9,7,3,2,3,East
3211,566,2,15,1,0,-75,0,3qiqVj-RtWrgGk3ilS1J-ga.png,2021,8,52.2069183,6.877166222,33.087,0,10,VENVwAUp3oUJ8fbDVdIi9Ab.png,2020,12,52.22155216,5.204655919,175.836,4,2,3,5,2,8,7,5,5,2,3,West
3212,566,2,15,1,0,150,10,1k2t3mfLewKEDfv5hHQAJwa.png,2019,3,51.92824503,5.580405893,-42.469,-75,-5,v_Ehk5dGautGz67tx6jDWAb.png,2021,9,53.09451792,5.835625002,160.055,4,2,3,5,2,8,7,5,5,2,3,West
3213,566,2,15,1,0,0,15,T90S6wrsXoQSZlPXrfyQjga.png,2021,4,51.94464037,6.465409713,-64.754,75,-15,3q8B6wdLFfllA-tSCw6Glga.png,2019,4,51.24682623,5.698690426,45.701,4,2,3,5,2,8,7,5,5,2,3,West
3214,566,1,15,1,0,0,-10,Xc3Rv3_zyEog-4Dv0698mAa.png,2019,6,52.75763773,5.104695903,-37.795,-150,0,cg1AX0pOrvtsM4bXVZBjoAa.png,2019,6,52.39735329,4.933547978,-60.445,4,2,3,5,2,8,7,5,5,2,3,West
3215,566,2,15,1,0,225,0,ZBuPRZhhRdyWMOAiUDBWiQb.png,2021,1,51.48062614,3.960359698,251.508,0,15,sBrhfyYhKZ-LKdHlmuIxgwb.png,2021,12,52.31189067,4.673076323,128.776,4,2,3,5,2,8,7,5,5,2,3,West
3216,566,1,15,1,0,-225,-5,U149-v5nC35pLT0qDiYsVgb.png,2020,7,52.22426086,4.530838536,221.943,150,5,bBIUvPQ4A6YZOo_1G_06Pwb.png,2022,4,52.78182204,6.240867396,182.614,4,2,3,5,2,8,7,5,5,2,3,West
3217,566,2,15,1,0,150,0,dqT2-eyVSbJwRzSI9tRdcgb.png,2020,6,52.34758467,4.839490537,268.376,75,-5,KfxoJgPERYZGJEuxVczZdga.png,2021,3,52.76267652,5.109800659,-31.488,4,2,3,5,2,8,7,5,5,2,3,West
3218,566,1,15,1,0,-225,15,RK37NyBg2h-3086tTaXN5Qb.png,2019,3,51.84411299,4.86983907,193.489,-150,5,-cdAwPLJiWI6xDe3B3giMwb.png,2022,3,52.1911457,6.895408708,155.399,4,2,3,5,2,8,7,5,5,2,3,West
3219,566,1,15,1,0,150,-15,h1zCGzFkZR8ZY3sfzVkoWwa.png,2021,4,51.26263922,5.572025546,-74.321,225,-5,TcQ_55yeM0TwB5M_Dd9Q4gb.png,2020,6,52.37129666,4.632351369,173.413,4,2,3,5,2,8,7,5,5,2,3,West
3220,566,2,15,1,0,150,0,jrm55bFOhZm_vDgBRU8cYAa.png,2022,3,51.4754923,5.446464731,81.284,225,-15,nb4lkeePp9h0e1LVajVvfga.png,2022,4,51.28740814,5.547660043,37.732,4,2,3,5,2,8,7,5,5,2,3,West
3221,566,2,15,0,1,-225,-5,hQDhFPmSW4w5oAGN_fXNtwa.png,2022,4,51.42955786,5.456581028,-57.353,-150,0,UhBwm_HxJJ74H-az9lcu0Qa.png,2020,9,51.49551972,5.376539411,9.881,4,2,3,5,2,8,7,5,5,2,3,West
3222,566,2,15,0,1,150,10,4vVxNN9Kgcr77s-qIv5hxgb.png,2020,8,52.44996219,5.042493282,223.281,-150,-10,DR3AVdYYgkuEKd6dz4qNMwb.png,2021,3,52.39286935,4.635226795,198.772,4,2,3,5,2,8,7,5,5,2,3,West
3223,566,1,15,1,0,0,0,aiUofsDIVrhJAtrhJ35lUgb.png,2020,9,50.95308451,5.846973111,196.496,75,5,eYqpmo7fa7Vvu_QwqgqynAb.png,2019,5,52.26813164,4.560238034,190.426,4,2,3,5,2,8,7,5,5,2,3,West
3224,566,1,15,1,0,75,-5,Rft6cnBaL5N02eH3XSaEoAa.png,2021,7,52.66664549,4.712810955,70.959,-75,-10,bqhOasSFFInaLrcFUh8njAa.png,2019,6,52.36086795,4.936568644,76.647,4,2,3,5,2,8,7,5,5,2,3,West
3225,566,2,15,0,1,0,-15,3XvMpXUSuizLeAETa1q-UAb.png,2021,8,51.91783498,4.379220511,111.169,-225,15,RH1o6un2qhUe1wcm1WpWEQa.png,2021,8,52.72781799,6.631725531,-29.915,4,2,3,5,2,8,7,5,5,2,3,West
3226,568,2,15,1,0,150,10,DRc2XX4ozY_x1spX8QzIegb.png,2022,4,52.73316046,5.019518658,167.605,-75,-10,0kNjIEizfA_BgZGgqIbVBAb.png,2020,11,51.91537522,4.561782223,264.708,2,2,1,3,6,5,9,7,5,5,3,South
3227,568,1,15,1,0,0,10,OSOP6dmjP7zpnD_3ZKS48gb.png,2021,6,53.04904034,5.893620228,146.854,-225,-5,XiCbxORc8cOEPNtj8o_QFQb.png,2019,5,52.03860182,4.310702569,239.853,2,2,1,3,6,5,9,7,5,5,3,South
3228,568,1,15,1,0,0,10,pDvYQeYxzDcvDkGyiIvL_wb.png,2021,3,51.92214107,4.622214364,91.913,150,15,IDMcEQNS0N3x5UZq8dUDMga.png,2019,6,52.36643507,4.903807439,-19.441,2,2,1,3,6,5,9,7,5,5,3,South
3229,568,2,15,1,0,75,-5,oZJSx4vlEujCDqNR04ybQwb.png,2021,7,52.35956076,4.927662199,151.441,-225,10,ZGwWqFHvxlMdOUApw3MCDgb.png,2021,4,51.85675643,4.53404458,180.632,2,2,1,3,6,5,9,7,5,5,3,South
3230,568,2,15,1,0,0,10,MfW7J-GUuxmlbs43IlNKpAb.png,2019,6,52.35331284,4.916508215,128.202,-75,0,M2cG-VoTMDU2EwfbsKKnnQa.png,2021,9,52.20459234,6.969616199,23.234,2,2,1,3,6,5,9,7,5,5,3,South
3231,568,2,15,1,0,75,10,8XIf5ZFO5yzlsml0T-k_Qga.png,2019,5,51.16203259,6.008687602,71.732,-150,5,BjktAq-L6lL79TreqYAelgb.png,2021,8,52.22070473,5.13862486,185.422,2,2,1,3,6,5,9,7,5,5,3,South
3232,568,2,15,1,0,0,10,1Eku0cS4aXaXqM66H3hE8wb.png,2021,3,52.16532548,6.239521726,142.761,-75,-5,kdtD6JMEh3LI6fJA6GHCTAa.png,2021,3,52.26781176,5.704225002,-0.337,2,2,1,3,6,5,9,7,5,5,3,South
3233,568,1,15,1,0,-225,5,3RARqIKxpXWzUY8_acrd0Qa.png,2022,1,52.24930952,4.554952961,-42.184,0,15,8ZsGBx2mQdlb7ksHPi3yFQb.png,2021,4,52.21435952,5.175960902,262.828,2,2,1,3,6,5,9,7,5,5,3,South
3234,568,1,15,1,0,0,5,4Z-spxjLvJhVSWRAOhqkyAa.png,2022,3,52.43346541,4.91454453,-89.225,150,15,Yf8MFicvfGuC880AfGwZHAb.png,2022,4,52.78424432,6.123979829,219.433,2,2,1,3,6,5,9,7,5,5,3,South
3235,568,2,15,1,0,150,15,9NXLsZDiJDTUYV2FA_RL7wb.png,2020,9,51.00297491,5.889132253,128.882,-150,0,8fUq_zHpJiqAsMHTTsaCTAb.png,2021,4,52.72939499,5.159380159,159.226,2,2,1,3,6,5,9,7,5,5,3,South
3236,568,2,15,1,0,150,-5,OZ59wVVSpLA6UNbZQpgs2Ab.png,2022,3,52.21190386,6.863213996,253.689,-150,10,sp8VAT_KT3pqRNMhAmxvNga.png,2019,5,52.23361494,5.159237256,58.536,2,2,1,3,6,5,9,7,5,5,3,South
3237,568,1,15,1,0,-225,5,3I58zSiVg3FgzrVbj83k-Ab.png,2019,6,52.35180012,4.997918637,219.106,75,-5,ba8oQAsZCPmzRnXzetKNRgb.png,2021,4,52.43639403,4.638072189,254.613,2,2,1,3,6,5,9,7,5,5,3,South
3238,568,1,15,1,0,0,5,drp4YvicvNh3LbD0OOZ8HQb.png,2021,4,51.30595423,5.298453842,245.426,225,10,FGNeinO87ab3NrLkkxiu0Ab.png,2020,9,50.96857645,5.825009325,215.016,2,2,1,3,6,5,9,7,5,5,3,South
3239,568,2,15,1,0,150,5,F6XTao9nNlVVZqRz3ndlNwb.png,2022,3,52.19087872,6.880242839,190.21,-225,0,f4sGG1SuEuAeSImIHmznmga.png,2019,4,52.36519009,4.925519494,-40.055,2,2,1,3,6,5,9,7,5,5,3,South
3240,568,2,15,1,0,150,-10,5xUWSdgEp1VVLU1KKI8LLQb.png,2021,9,50.78591066,5.907565308,161.191,75,15,r5EFGXC6Qv5GsVyFgzxgIQb.png,2019,4,51.80156825,5.007784201,221.11,2,2,1,3,6,5,9,7,5,5,3,South
3241,567,1,15,0,1,0,10,kpg80ggt9iU04RoXMB4eVwa.png,2021,4,52.6896327,4.70222973,38.29,225,0,1FSchmBWkW27xXNDWG960gb.png,2020,9,52.67135212,4.901568768,114.925,6,1,1,2,3,8,7,6,5,1,2,West
3242,567,1,15,0,1,-150,10,3wHoIdwHqWO4oAH8K6-FRQa.png,2022,2,52.34761295,4.924720986,-46.032,225,0,lzlC1Su21awK_XytMeXE4Ab.png,2020,9,52.37635178,4.811490604,189.698,6,1,1,2,3,8,7,6,5,1,2,West
3243,567,1,15,0,1,0,15,NMjHO20QtXmw6DET0j5klga.png,2022,4,51.45504696,5.518078261,81.244,225,5,fs9_nXtmx-QgDCk3u-rZDga.png,2019,5,50.93546992,5.793056613,6.628,6,1,1,2,3,8,7,6,5,1,2,West
3244,567,1,15,0,1,150,5,I0od7ndOXnrMrgadtNiB8ga.png,2022,3,51.51557714,3.616539132,-47.379,225,10,mrWo6L4jsCpEqjCN_I-doAa.png,2021,12,51.91224299,4.378900375,86.9,6,1,1,2,3,8,7,6,5,1,2,West
3245,567,2,15,1,0,225,5,gNohAyy-okxWyF2NYsQPaQb.png,2019,5,52.37069923,4.529637384,164.297,-225,-5,JMupD9347HOKPe2S8LMKfAa.png,2021,6,51.82582227,5.801233766,-5.475,6,1,1,2,3,8,7,6,5,1,2,West
3246,567,1,15,0,1,-150,5,HnPjsr7tcKZpHQdzm8ly3wa.png,2020,8,52.2060082,4.488534133,-39.512,225,10,t9yrggS39wHut2MKnMFi6gb.png,2020,9,50.9398873,5.860760039,215.558,6,1,1,2,3,8,7,6,5,1,2,West
3247,567,2,15,0,1,150,0,q7jfesprguJ76QnS7k9XoAb.png,2021,12,52.26253096,4.633038083,130.471,225,10,BItWZTVt5IwPowiyQUxvVwb.png,2020,12,51.84586951,4.536174857,267.772,6,1,1,2,3,8,7,6,5,1,2,West
3248,567,1,15,1,0,-225,0,zR1Sm5SsfpCCu2glj8HmKQa.png,2021,6,52.2316291,6.902292424,-49.543,225,5,8tZ3ow1YCF3DEJiLJzjx2Qa.png,2019,4,51.53888053,4.593680008,81.993,6,1,1,2,3,8,7,6,5,1,2,West
3249,567,2,15,1,0,0,15,vRb4lbNILazVW9N_L5xMvgb.png,2021,8,52.85596697,6.25991151,160.739,-75,-5,vXLbTuef21UJIRovJ0JsIAb.png,2019,3,52.65597185,4.937670955,235.368,6,1,1,2,3,8,7,6,5,1,2,West
3250,567,2,15,1,0,0,15,NjyF6Mxz6iayMYNq3oxOiQb.png,2021,7,51.47772949,5.475221486,268.937,-225,0,gOrkN2LLNqZWxqMEPgFMwgb.png,2022,5,51.4445378,5.446881704,161.354,6,1,1,2,3,8,7,6,5,1,2,West
3251,567,2,15,1,0,0,10,mrWo6L4jsCpEqjCN_I-doAb.png,2021,12,51.91224299,4.378900375,266.9,-225,-5,H6ZIsLLybf98YEjKCMT8Hwb.png,2021,7,51.45358883,5.460348566,120.422,6,1,1,2,3,8,7,6,5,1,2,West
3252,567,2,15,1,0,-75,-5,mwq-QSW2wDlcQc5eOvUpbQb.png,2021,6,51.55768258,4.591608827,242.812,75,0,G4u_fUzcO0_Rr9KzQ0E2_Aa.png,2021,12,52.28552823,4.662892463,40.168,6,1,1,2,3,8,7,6,5,1,2,West
3253,567,2,15,1,0,225,0,15cz4fmnuqc6VBgBZx8Fwga.png,2022,4,51.49904779,5.370477642,-46.284,0,-5,xJW9uY4D0N48NSRH5HJsvAb.png,2022,5,52.40687811,5.288740494,232.315,6,1,1,2,3,8,7,6,5,1,2,West
